2.511886431509579576e-01,7.943282347242812680e-01,2.511886431509579576e-01,3.767578961942506721e+05,1.191413078427621163e+06,3.767578961945702322e+05
1.995262314968878625e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.992694346025440609e+05,1.116188242533505972e-08,5.877147949344754962e-09
2.511886431509579576e-01,2.511886431509579576e-01,0.000000000000000000e+00,3.767578961943641189e+05,3.767578961944013136e+05,4.405044435877501574e-08
3.981071705534973137e-01,0.000000000000000000e+00,1.995262314968878625e-01,5.971210248844975140e+05,2.350029583734064709e-08,2.992694346025321283e+05
0.000000000000000000e+00,3.981071705534973137e-01,1.995262314968878625e-01,8.332357628649409387e-08,5.971210248844982125e+05,2.992694346026253188e+05
0.000000000000000000e+00,5.011872336272724660e-01,3.981071705534973137e-01,1.063750412093960219e-07,7.517308321436713450e+05,5.971210248846015893e+05
3.981071705534973137e-01,6.309573444801930275e-01,3.162277660168379412e-01,5.971210248843674781e+05,9.463730474148223875e+05,4.743100896133752540e+05
1.584893192461114264e-01,0.000000000000000000e+00,1.258925411794167559e-01,2.377181616947713774e+05,9.661451308878264726e-09,1.888262477409052080e+05
6.309573444801930275e-01,3.981071705534973137e-01,5.011872336272724660e-01,9.463730474147605710e+05,5.971210248844609596e+05,7.517308321437363047e+05
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.499900200376469293e+05,5.594341888051455589e-09,2.946245103012057768e-09
1.995262314968878625e-01,5.011872336272724660e-01,1.000000000000000056e-01,2.992694346024406841e+05,7.517308321436620317e+05,1.499900200377434958e+05
2.511886431509579576e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.767578961944154580e+05,1.405260121089291196e-08,7.403969012897908533e-09
3.981071705534973137e-01,1.000000000000000056e-01,0.000000000000000000e+00,5.971210248844791204e+05,1.499900200376246357e+05,8.854849452521016253e-09
1.584893192461114264e-01,0.000000000000000000e+00,3.981071705534973137e-01,2.377181616947686998e+05,1.166650091645868486e-08,5.971210248844944872e+05
3.162277660168379412e-01,1.258925411794167559e-01,0.000000000000000000e+00,4.743100896132324124e+05,1.888262477408922859e+05,1.650632908103214278e-08
3.162277660168379412e-01,1.584893192461114264e-01,1.000000000000000056e-01,4.743100896132248454e+05,2.377181616947542643e+05,1.499900200376699213e+05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.011872336272724660e-01,7.943282347242812680e-01,1.104698533985572635e-07,7.517308321436687838e+05,1.191413078427738976e+06
0.000000000000000000e+00,1.258925411794167559e-01,0.000000000000000000e+00,2.572727664191248544e-08,1.888262477409099520e+05,2.576192786728523294e-08
0.000000000000000000e+00,1.995262314968878625e-01,1.995262314968878625e-01,4.276771387960811458e-08,2.992694346025427803e+05,2.992694346025846899e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.995262314968878625e-01,2.823108616126641416e-09,2.003873390888045010e-09,2.992694346025438281e+05
0.000000000000000000e+00,6.309573444801930275e-01,1.995262314968878625e-01,1.309008525292178023e-07,9.463730474148454377e+05,2.992694346026729327e+05
0.000000000000000000e+00,0.000000000000000000e+00,2.511886431509579576e-01,3.544563857237164063e-09,2.522782421139461430e-09,3.767578961944151670e+05
0.000000000000000000e+00,1.584893192461114264e-01,0.000000000000000000e+00,3.238894173098265467e-08,2.377181616947725415e+05,3.243278316289670148e-08
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.511886431509579576e-01,3.162277660168379412e-01,1.499900200375925051e+05,3.767578961944078328e+05,4.743100896133063361e+05
7.943282347242812680e-01,0.000000000000000000e+00,3.162277660168379412e-01,1.191413078427634202e+06,4.636543986876258779e-08,4.743100896132345079e+05
3.981071705534973137e-01,6.309573444801930275e-01,2.511886431509579576e-01,5.971210248843680602e+05,9.463730474148229696e+05,3.767578961945325718e+05
5.011872336272724660e-01,0.000000000000000000e+00,1.995262314968878625e-01,7.517308321436720435e+05,2.925785411526291943e-08,2.992694346025291597e+05
1.258925411794167559e-01,5.011872336272724660e-01,0.000000000000000000e+00,1.888262477408075647e+05,7.517308321436668048e+05,9.886761123737651077e-08
3.162277660168379412e-01,0.000000000000000000e+00,3.162277660168379412e-01,4.743100896132551134e+05,1.971999783438948127e-08,4.743100896132485359e+05
1.258925411794167559e-01,3.981071705534973137e-01,2.511886431509579576e-01,1.888262477408261620e+05,5.971210248844907619e+05,3.767578961944929324e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.258925411794167559e-01,1.782403253022815298e-09,1.264704818199328673e-09,1.888262477409098647e+05
1.584893192461114264e-01,6.309573444801930275e-01,0.000000000000000000e+00,2.377181616946436698e+05,9.463730474148376379e+05,1.244643690237132007e-07
1.258925411794167559e-01,0.000000000000000000e+00,3.162277660168379412e-01,1.888262477409068961e+05,9.267573303713951922e-09,4.743100896132541820e+05
1.584893192461114264e-01,3.162277660168379412e-01,0.000000000000000000e+00,2.377181616947079892e+05,4.743100896132492926e+05,6.006267038175211847e-08
6.309573444801930275e-01,0.000000000000000000e+00,1.584893192461114264e-01,9.463730474148453213e+05,3.625080621476843559e-08,2.377181616947539151e+05
0.000000000000000000e+00,5.011872336272724660e-01,1.584893192461114264e-01,1.039797221178139245e-07,7.517308321436727419e+05,2.377181616948749579e+05
5.011872336272724660e-01,0.000000000000000000e+00,1.258925411794167559e-01,7.517308321436727419e+05,2.879974531185164497e-08,1.888262477408951381e+05
0.000000000000000000e+00,1.258925411794167559e-01,2.511886431509579576e-01,2.828879462572551567e-08,1.888262477409083513e+05,3.767578961944408948e+05
7.943282347242812680e-01,0.000000000000000000e+00,1.995262314968878625e-01,1.191413078427635133e+06,4.564197588542032291e-08,2.992694346025205450e+05
